c,g1,g2,v
7,55791,57260,MFLAFM_11490
7,57444,58520,MFLAFM_11495
7,58540,59334,MFLAFM_11500
7,59524,61086,MFLAFM_11505
7,61291,62388,MFLAFM_11510
7,62757,63317,MFLAFM_11515
7,63370,64299,MFLAFM_11520
7,64717,66096,MFLAFM_11525
7,66216,67244,MFLAFM_11530
7,67514,67915,MFLAFM_11535
7,68178,68415,MFLAFM_11540
7,68488,68661,MFLAFM_11545
7,69040,70152,MFLAFM_11550
7,70209,71051,MFLAFM_11555
7,71048,71605,MFLAFM_11560
7,71665,72189,MFLAFM_11565
7,72310,72873,MFLAFM_11570
7,72939,73679,MFLAFM_11575
7,73679,74551,MFLAFM_11580
7,74548,75228,MFLAFM_11585
7,75229,76125,MFLAFM_11590
7,76122,76502,MFLAFM_11595
7,76760,76936,MFLAFM_11600
7,77477,78763,MFLAFM_11605
8,1,51672,8
8,75,1502,MFLAFM_11610
8,1740,2075,MFLAFM_11615
8,2164,3423,MFLAFM_11620
8,3889,4749,MFLAFM_11625
8,4967,5488,MFLAFM_11630
8,5597,7207,MFLAFM_11635
8,7426,7495,MFLAFM_11640
8,7543,8073,MFLAFM_11645
8,8185,9045,MFLAFM_11650
8,9470,10273,MFLAFM_11655
8,10404,11075,MFLAFM_11660
8,11474,12667,MFLAFM_11665
8,12667,13851,MFLAFM_11670
8,14162,14632,MFLAFM_11675
8,14784,15134,MFLAFM_11680
8,15148,16449,MFLAFM_11685
8,16728,17390,MFLAFM_11690
8,17704,18414,MFLAFM_11695
8,18535,18978,MFLAFM_11700
8,19178,19591,MFLAFM_11705
8,20048,21421,MFLAFM_11710
8,22093,22323,MFLAFM_11715
8,22354,23292,MFLAFM_11720
8,23728,24393,MFLAFM_11725
8,24545,24865,MFLAFM_11730
8,24867,25844,MFLAFM_11735
8,26110,27201,MFLAFM_11740
8,27634,27714,MFLAFM_11745
8,27641,27821,MFLAFM_11750
8,29234,30091,MFLAFM_11755
8,30159,30941,MFLAFM_11760
8,31173,32978,MFLAFM_11765
8,33180,33396,MFLAFMFMJG_169
8,33659,35197,MFLAFM_11770
8,35232,37364,MFLAFM_11775
8,37376,37810,MFLAFM_11780
8,37810,38916,MFLAFM_11785
8,39235,46680,MFLAFM_11790
8,46958,48313,MFLAFM_11795
8,48340,49272,MFLAFM_11800
8,49274,50083,MFLAFM_11805
8,50272,51180,MFLAFM_11810
8,51318,51390,MFLAFM_11815
8,51394,51468,MFLAFM_11820
8,51478,51561,MFLAFM_11825
8,51591,51666,MFLAFM_11830
9,1,38813,9
9,15,90,MFLAFM_11835
9,114,187,MFLAFM_11840
9,208,284,MFLAFM_11845
9,290,378,MFLAFM_11850
9,386,460,MFLAFM_11855
9,494,566,MFLAFM_11860
9,573,648,MFLAFM_11865
9,665,740,MFLAFM_11870
9,753,867,MFLAFM_11875
9,1425,2912,MFLAFM_11880
9,3451,3927,MFLAFM_11885
9,3924,4289,MFLAFM_11890
9,4267,5070,MFLAFM_11895
9,5286,6218,MFLAFM_11900
9,6397,7278,MFLAFM_11905
9,7506,9599,MFLAFM_11910
9,9856,10395,MFLAFM_11915
9,10400,11695,MFLAFM_11920
9,11875,12276,MFLAFM_11925
9,12381,12773,MFLAFM_11930
9,12791,13054,MFLAFM_11935
9,13051,14244,MFLAFM_11940
9,14244,15770,MFLAFM_11945
9,15760,19266,MFLAFM_11950
9,19266,19838,MFLAFM_11955
9,20149,20802,MFLAFM_11960
9,20952,21917,MFLAFM_11965
9,22064,23416,MFLAFM_11970
9,23760,24062,MFLAFM_11975
9,24134,24514,MFLAFM_11980
9,24531,25355,MFLAFM_11985
9,25369,26217,MFLAFM_11990
9,26527,26790,MFLAFM_11995
9,26890,27783,MFLAFM_12000
9,27794,28330,MFLAFM_12005
9,28497,29270,MFLAFM_12010
9,29301,31274,MFLAFM_12015
9,31559,32398,MFLAFM_12020
9,32400,32648,MFLAFM_12025
9,32641,33366,MFLAFM_12030
9,33640,33987,MFLAFM_12035
9,34004,34807,MFLAFM_12040
9,34808,35734,MFLAFM_12045
9,35948,36277,MFLAFM_12050
9,36305,36922,MFLAFM_12055
9,36924,38261,MFLAFM_12060
10,1,36579,10
10,400,633,MFLAFM_12065
10,1255,1440,MFLAFM_12070
10,1647,1889,MFLAFM_12075
10,1730,1972,MFLAFM_12080
10,2206,2556,MFLAFM_12085
10,2706,3203,MFLAFM_12090
10,3463,3969,MFLAFM_12095
10,4639,5040,MFLAFM_12100
10,5409,5738,MFLAFM_12105
10,6227,6730,MFLAFM_12110
10,6723,7310,MFLAFM_12115
10,7322,8122,MFLAFM_12120
10,8358,9173,MFLAFM_12125
10,9173,10939,MFLAFM_12130
10,10991,11605,MFLAFM_12135
10,11929,13710,MFLAFM_12140
10,14034,14348,MFLAFM_12145
10,14521,16869,MFLAFM_12150
10,16879,18591,MFLAFM_12155
10,18664,19185,MFLAFM_12160
10,19186,19452,MFLAFM_12165
10,19822,20760,MFLAFM_12170
10,21192,23594,MFLAFM_12175
10,23594,24652,MFLAFM_12180
10,25032,25772,MFLAFM_12185
10,26156,26479,MFLAFM_12190
10,26498,27232,MFLAFM_12195
10,27294,28262,MFLAFM_12200
10,28272,29150,MFLAFM_12205
10,29147,30223,MFLAFM_12210
10,30223,30906,MFLAFM_12215
10,31115,32167,MFLAFM_12220
10,32370,34307,MFLAFM_12225
10,34461,34634,MFLAFM_12230
10,34714,35271,MFLAFM_12235
10,35398,36537,MFLAFM_12240
11,1,36453,11
11,181,1497,MFLAFM_12245
11,1615,1869,MFLAFM_12250
11,2216,2815,MFLAFM_12255
11,2816,3892,MFLAFM_12260
11,3879,4715,MFLAFM_12265
11,4799,5845,MFLAFM_12270
11,5842,6261,MFLAFM_12275
11,6368,6892,MFLAFM_12280
11,6919,8157,MFLAFM_12285
11,8185,8814,MFLAFM_12290
11,8838,9965,MFLAFM_12295
11,10132,10485,MFLAFM_12300
11,10506,11234,MFLAFM_12305
11,11277,11489,MFLAFM_12310
11,11687,12208,MFLAFM_12315
11,12208,12747,MFLAFM_12320
11,12769,14277,MFLAFM_12325
11,14308,15174,MFLAFM_12330
11,15196,16608,MFLAFM_12335
11,16628,17032,MFLAFM_12340
11,17594,17827,MFLAFM_12345
11,17938,19203,MFLAFM_12350
11,19237,19677,MFLAFM_12355
11,19735,20175,MFLAFM_12360
11,20369,20764,MFLAFM_12365
11,21153,21848,MFLAFM_12370
11,22053,22155,MFLAFMFMJG_170
11,22079,22135,MFLAFM_12375
11,22235,22924,MFLAFM_12380
11,22917,23747,MFLAFM_12385
11,23731,24522,MFLAFM_12390
11,24524,25165,MFLAFM_12395
11,25251,26123,MFLAFM_12400
11,27036,27683,MFLAFM_12405
11,27711,29195,MFLAFM_12410
11,29361,29654,MFLAFM_12415
11,29666,29875,MFLAFM_12420
11,30003,30140,MFLAFM_12425
11,30404,31606,MFLAFM_12430
11,31924,32994,MFLAFM_12435
11,33009,34367,MFLAFM_12440
11,34884,36404,MFLAFM_12445
12,1,36386,12
12,75,1259,MFLAFM_12450
12,1476,3557,MFLAFM_12455
12,3680,4150,MFLAFM_12460
12,4216,4629,MFLAFM_12465
12,4727,4981,MFLAFM_12470
12,5118,8741,MFLAFM_12475
12,8878,12429,MFLAFM_12480
12,12644,13252,MFLAFM_12485
12,13427,13795,MFLAFM_12490
12,13838,14338,MFLAFM_12495
12,14376,14522,MFLAFMFMJG_171
12,14610,15302,MFLAFM_12500
12,15510,15932,MFLAFM_12505
12,16113,16661,MFLAFM_12510
12,16674,16856,MFLAFM_12515
12,17170,17739,MFLAFM_12520
12,17820,18344,MFLAFM_12525
12,18344,19090,MFLAFM_12530
12,19098,19502,MFLAFM_12535
12,19495,20895,MFLAFM_12540
12,20879,21559,MFLAFM_12545
12,21949,23403,MFLAFM_12550
12,23960,25033,MFLAFM_12555
12,25058,26422,MFLAFM_12560
12,26907,29363,MFLAFM_12565
12,29377,30387,MFLAFM_12570
12,30374,30940,MFLAFM_12575
12,30959,31429,MFLAFM_12580
12,31578,32792,MFLAFM_12585
12,33000,33560,MFLAFM_12590
12,33564,34451,MFLAFM_12595
12,34555,35937,MFLAFM_12600
13,1,35728,13
13,28,510,MFLAFM_12605
13,512,1054,MFLAFM_12610
13,1124,1513,MFLAFM_12615
13,1516,1770,MFLAFM_12620
13,2009,2935,MFLAFM_12625
13,2998,3432,MFLAFM_12630
13,3448,4485,MFLAFM_12635
13,4812,5273,MFLAFM_12640
13,5298,6209,MFLAFM_12645
13,6490,7560,MFLAFM_12650
13,7700,11152,MFLAFM_12655
13,11706,12932,MFLAFM_12660
13,13246,13521,MFLAFM_12665
13,13662,14144,MFLAFM_12670
13,14453,16300,MFLAFM_12675
13,16402,16593,MFLAFM_12680
13,16747,17574,MFLAFM_12685
13,17731,18345,MFLAFM_12690
13,18529,19881,MFLAFM_12695
13,19960,20379,MFLAFM_12700
13,20662,21681,MFLAFM_12705
13,21755,22828,MFLAFM_12710
13,22828,23637,MFLAFM_12715
13,23643,24440,MFLAFM_12720
13,24433,25527,MFLAFM_12725
13,25540,26079,MFLAFM_12730
13,26223,26498,MFLAFM_12735
13,26666,28072,MFLAFM_12740
13,28076,29368,MFLAFM_12745
13,29459,30436,MFLAFM_12750
13,30440,31552,MFLAFM_12755
13,31723,32349,MFLAFM_12760
13,32714,33265,MFLAFM_12765
13,33747,33965,MFLAFM_12770
13,33965,35662,MFLAFM_12775
14,1,20061,14
14,311,1006,MFLAFM_12780
14,1006,3663,MFLAFM_12785
14,3935,5611,MFLAFM_12790
14,5630,7657,MFLAFM_12795
14,7677,8237,MFLAFM_12800
14,8445,8924,MFLAFM_12805
14,8917,10500,MFLAFM_12810
14,10484,10978,MFLAFM_12815
14,10982,11341,MFLAFM_12820
14,11407,12555,MFLAFM_12825
14,12640,12810,MFLAFM_12830
14,12807,13169,MFLAFM_12835
14,13519,14520,MFLAFM_12840
14,14639,14965,MFLAFM_12845
14,14967,15446,MFLAFM_12850
14,15421,16191,MFLAFM_12855
14,16637,18775,MFLAFM_12860
14,18768,19223,MFLAFM_12865
14,19870,19952,MFLAFM_12870
14,19974,20047,MFLAFM_12875
15,1,19662,15
15,1028,1516,MFLAFM_12880
15,1578,2204,MFLAFM_12885
15,2722,2822,MFLAFM_12890
15,2953,4122,MFLAFM_12895
15,4784,5629,MFLAFM_12900
15,5736,7493,MFLAFM_12905
15,7483,7863,MFLAFM_12910
15,8127,8705,MFLAFM_12915
15,8832,9440,MFLAFM_12920
15,9891,10184,MFLAFM_12925
15,10259,12193,MFLAFM_12930
15,12197,12508,MFLAFM_12935
15,12520,13146,MFLAFM_12940
15,13328,13669,MFLAFM_12945
15,14372,14467,MFLAFM_12950
15,14571,15341,MFLAFM_12955
15,15785,16729,MFLAFM_12960
15,16859,17047,MFLAFM_12965
15,17052,17198,MFLAFM_12970
15,17777,17965,MFLAFM_12975
15,18348,18965,MFLAFM_12980
15,18984,19331,MFLAFM_12985
15,19327,19521,MFLAFMFMJG_2666
15,19522,19641,MFLAFM_12990
16,1,3121,16
16,2,116,MFLAFM_12995
16,189,3111,MFLAFM_13000
17,1,2545,17
17,11,86,MFLAFM_13005
17,103,178,MFLAFM_13010
17,184,259,MFLAFM_13015
17,263,344,MFLAFM_13020
17,348,422,MFLAFM_13025
17,433,521,MFLAFM_13030
17,540,613,MFLAFM_13035
17,623,696,MFLAFM_13040
17,714,789,MFLAFM_13045
17,811,884,MFLAFM_13050
17,913,986,MFLAFM_13055
17,996,1085,MFLAFM_13060
17,1096,1171,MFLAFM_13065
17,1210,1302,MFLAFM_13070
17,1317,1390,MFLAFM_13075
17,1412,1486,MFLAFM_13080
17,1505,1577,MFLAFM_13085
17,1585,1660,MFLAFM_13090
17,1666,1746,MFLAFM_13095
17,1762,1835,MFLAFM_13100
17,1838,1910,MFLAFM_13105
17,1922,1993,MFLAFM_13110
17,1999,2072,MFLAFM_13115
17,2080,2154,MFLAFM_13120
17,2170,2244,MFLAFM_13125
17,2258,2332,MFLAFM_13130
17,2371,2454,MFLAFM_13135
18,1,2384,18
18,172,888,MFLAFM_13140
18,975,1123,MFLAFMFMJG_2667
18,1885,2067,MFLAFM_13145
19,1,1641,19
19,27,1578,MFLAFM_13150
20,1,1501,20
20,43,100,MFLAFM_13155
20,109,1428,MFLAFM_13160
21,1,753,21
21,19,693,MFLAFM_13165
22,1,683,22
22,173,475,MFLAFM_13170
23,1,230,23
23,2,67,MFLAFM_13175
23,89,165,MFLAFM_13180
24,1,158,24
24,2,73,MFLAFM_13185
24,75,149,MFLAFM_13190
25,1,155,25
26,1,144,26
27,1,104,27
